0.0	0	0	0
0.1097556941	-1.37310444613133e-08	-2.59126773924529e-08	-4.71164853862688e-13
0.2195113882	-1.39314724169312e-08	1.31665247955728e-08	-4.24503537248766e-13
0.3292670823	2.45333129734278e-09	-1.92157043192452e-09	-5.93090338871709e-13
0.4390227764	2.85295940117219e-09	7.6742760173916e-10	-8.18647168126803e-13
0.5487784705	3.89934293190859e-09	1.15284354902925e-10	-1.04887338286861e-12
0.6585341646	3.53409390075987e-09	6.87528440023267e-10	-1.29365330508174e-12
0.7682898587	6.94800526940337e-09	1.38252159556797e-09	-1.54831324018576e-12
0.8780455528	8.04157790947706e-09	3.40926163984584e-09	-1.79555640438394e-12
0.9878012468999999	9.72806081380285e-09	7.7118621682358e-09	-2.0354719702557e-12
1.097556941	1.22209828745493e-08	9.47150035391704e-09	-2.26033781598996e-12
1.2073126350999999	1.44144574995492e-08	1.22405917915027e-08	-2.47076112714646e-12
1.3170683292	1.74677986810968e-08	1.61258357766051e-08	-2.66855953158018e-12
1.4268240233	1.96237868965502e-08	2.01298617362194e-08	-2.85118458102645e-12
1.5365797174	2.17869921206288e-08	2.3486659576876e-08	-3.01711738513385e-12
1.6463354115	2.46730873773229e-08	2.68548546056118e-08	-3.15876308516797e-12
1.7560911056	2.6855762160953e-08	3.0923297264457e-08	-3.28038874675948e-12
1.8658467997	2.86657916697706e-08	3.43217940500068e-08	-3.38514700735486e-12
1.9756024937999999	3.10988571335696e-08	3.74022783767091e-08	-3.4692665745834e-12
2.0853581879	3.33196805938383e-08	4.06048164632034e-08	-3.54099423344019e-12
2.195113882	3.52157028075783e-08	4.36864004811741e-08	-3.59891281854167e-12
2.3048695760999998	3.72359002778739e-08	4.64310674061951e-08	-3.63938084385444e-12
2.4146252701999997	3.91403802560177e-08	4.92938755419557e-08	-3.66229855612847e-12
2.5243809642999997	4.0859551696503e-08	5.20412044278913e-08	-3.6682104199236e-12
2.6341366584	4.26457658940176e-08	5.46298719483152e-08	-3.65282303227546e-12
2.7438923525	4.4622951869104e-08	5.71040346429357e-08	-3.62796271244349e-12
2.8536480466	4.65659648067964e-08	5.95578068805766e-08	-3.58457075194462e-12
2.9634037407	4.85823314510123e-08	6.17416090592504e-08	-3.5227306450212e-12
3.0731594348	5.0616220707683e-08	6.38176990104872e-08	-3.44723454447011e-12
3.1829151289	5.25551811900189e-08	6.5920959999859e-08	-3.34902416483094e-12
3.292670823	5.44862248200995e-08	6.79027654239014e-08	-3.20595397617336e-12
3.4024265171	5.64316350228783e-08	6.99306235588634e-08	-3.03710898422889e-12
3.5121822112	5.83104058201845e-08	7.1959641548902e-08	-2.8593504187379e-12
3.6219379053	6.01766027310767e-08	7.40274533154605e-08	-2.68971256589066e-12
3.7316935994	6.20272757816167e-08	7.60805159427374e-08	-2.5559270428187e-12
3.8414492934999998	6.36675549212579e-08	7.82229367327525e-08	-2.45037316651157e-12
3.9512049875999997	6.52865069779324e-08	8.03361099583486e-08	-2.30977914945713e-12
4.0609606817	6.68620055223172e-08	8.25627728950044e-08	-2.09115798373221e-12
4.1707163758	6.82689040001908e-08	8.47372191785768e-08	-1.78652382319339e-12
4.2804720699	6.95974156957916e-08	8.7034242213352e-08	-1.41810989075745e-12
4.390227764	7.08027365658413e-08	8.92915569489421e-08	-9.77473509274546e-13
4.4999834581	7.18651957950419e-08	9.1686755967609e-08	-4.95855688593215e-13
4.6097391521999995	7.28008619722127e-08	9.40350202663491e-08	-3.47133972828155e-14
4.7194948463	7.37390078814012e-08	9.64551801036192e-08	4.22536501974935e-13
4.8292505403999995	7.43609426245723e-08	9.89657077383717e-08	9.99581087462477e-13
4.9390062345	7.50082877254714e-08	1.01450632817639e-07	1.75155042157162e-12
5.048761928599999	7.55011115323219e-08	1.03991957983545e-07	2.66747814009771e-12
5.1585176227	7.58596306917516e-08	1.06576413324373e-07	3.76089504874929e-12
