   3.8357142857E+002  -8.2340530116E-001   5.5192678047E-001   2.0773227818E-001  -1.2252709175E-001   3.3028351172E-004
   3.8357142857E+002  -2.6316791680E-001   5.5318533671E-001   8.1660363316E-001  -1.2038112388E-001   2.8489189573E-004
   3.8357142857E+002  -6.0063818067E-001  -1.0005800105E+000  -2.4693811745E-001  -1.0965885588E-001   2.1731400733E-004
   3.8357142857E+002   6.7166406400E-001  -1.7230829119E-001  -8.2610710338E-001  -1.1732306403E-001   2.6616926173E-004
   3.8357142857E+002  -5.3964821454E-001  -9.5580579652E-001  -3.2544786506E-001  -1.1408192091E-001   2.4679983076E-004
   3.8357142857E+002   2.5489183720E-001   5.6687707261E-001   3.6706608716E-001  -1.6111843172E-001   9.5706610488E-003
   3.8357142857E+002  -7.6137802794E-002  -8.4772256878E-002  -9.5877956890E-001  -1.3105485663E-001   3.7788690962E-004
   3.8357142857E+002  -8.5915851256E-001  -1.2769939083E-001   6.5659346398E-001  -1.1659177488E-001   2.6074298375E-004
   3.8357142857E+002   3.8277559301E-001   8.9592919672E-001   4.2097835306E-002  -1.2388438542E-001   3.5973482411E-004
   3.8357142857E+002  -8.3943015465E-001   6.2420982619E-001  -1.8059832175E-002  -1.1896228297E-001   2.7233770621E-004
   3.8357142857E+002  -1.3242373060E-001  -4.3804055067E-001  -7.3318558386E-001  -1.4746467909E-001   1.0267085436E-003
   3.8357142857E+002   5.7807483612E-002   4.0069487383E-001  -4.4227216476E-001  -1.8981315779E-001   2.7781747791E-002
   3.8357142857E+002  -4.3778380627E-001  -9.3336288655E-001  -1.5105512626E-001  -1.2489590992E-001   4.2688061729E-004
   3.8357142857E+002   6.8491436676E-001   3.6248563167E-002   7.6185261224E-001  -1.2071556930E-001   2.8993796114E-004
   3.8357142857E+002  -4.8679013764E-001  -9.9182105143E-001  -7.2152453119E-001  -9.9226063357E-002   1.6145427050E-004
   3.8357142857E+002   2.2768062756E-001  -4.8058780135E-001  -8.2145244404E-001  -1.3058290457E-001   3.6117431999E-004
   3.8357142857E+002   2.2322654987E-001   6.0509026227E-001  -7.6070111612E-001  -1.2361206267E-001   3.0730188327E-004
   3.8357142857E+002  -6.2010721891E-001  -1.1868496375E-001  -8.9191132412E-001  -1.1725958109E-001   2.6271270911E-004
   3.8357142857E+002   4.1314520439E-001   4.0115079950E-001   7.8213143033E-001  -1.2549406470E-001   3.2861079394E-004
   3.8357142857E+002   1.7294171432E-001  -9.4108901661E-001   3.7832059322E-001  -1.2510359163E-001   3.2225645238E-004
   3.8357142857E+002   5.4376871636E-001  -7.0608398790E-001   6.8063039104E-001  -1.1363167778E-001   2.5011812251E-004
   3.8357142857E+002   1.7816721822E-001  -9.7891231649E-002   1.0199457101E+000  -1.1997767280E-001   2.8577578205E-004
   3.8357142857E+002   4.0329774049E-001  -8.9143129122E-001  -3.4997853441E-001  -1.2419892834E-001   3.6063172740E-004
   3.8357142857E+002   4.0158644902E-001   9.0997679851E-001   3.3225126733E-001  -1.1607123760E-001   2.6404473032E-004
   3.8357142857E+002  -5.6632143898E-001   4.5430635118E-001  -6.1658550365E-001  -1.3051619838E-001   3.7261041564E-004
   3.8357142857E+002  -4.3210606343E-001  -3.5753865719E-002   9.7903856595E-001  -1.1733453657E-001   2.6557511071E-004
   3.8357142857E+002  -7.7639209270E-001   3.8346029458E-001  -2.8010568203E-002  -1.4207050401E-001   6.8106895999E-004
   3.8357142857E+002   9.7526551248E-001   3.3120876372E-001   2.3608541480E-001  -1.1663429104E-001   2.5520472162E-004
   3.8357142857E+002  -2.9303073407E-001  -9.7044024608E-001   4.6396638911E-001  -1.1618679100E-001   2.6111859191E-004
   3.8357142857E+002   6.2389004641E-001   1.9964778989E-001   2.8361615414E-001  -1.6487933043E-001   1.1998212974E-002
   3.8357142857E+002   1.8330669460E-002  -6.6260698041E-001   8.4063603607E-001  -1.1909259771E-001   2.7475332603E-004
   3.8357142857E+002   2.3354684847E-001  -1.0603822234E-001   1.1452761380E+000  -1.0728551474E-001   2.0468051288E-004
   3.8357142857E+002   1.8613688072E-001  -9.5355065815E-001   4.6266927926E-001  -1.1971441051E-001   2.8614323111E-004
   3.8357142857E+002   1.5648635427E-001  -2.3552931886E-001   7.4746732329E-001  -1.5346958554E-001   2.1340927441E-003
   3.8357142857E+002  -4.4427806152E-001   3.4041514323E-001  -3.8698344460E-001  -1.7528818427E-001   1.8598003537E-002
   3.8357142857E+002   3.0036740125E-001  -7.8828401366E-001   8.1836468094E-001  -1.0905709816E-001   2.1088270328E-004
   3.8357142857E+002   3.3754617137E-001  -2.1900944544E-001  -9.4447375433E-001  -1.2365566582E-001   3.2654734017E-004
   3.8357142857E+002   3.3687546820E-001  -4.0826487167E-001  -9.8279778988E-001  -1.1487791402E-001   2.4909166198E-004
   3.8357142857E+002   8.1819583143E-002  -8.7561340626E-002   9.8432507646E-001  -1.2540977213E-001   3.2551997875E-004
   3.8357142857E+002  -4.7998424116E-001  -9.5133892321E-001  -9.0595050318E-001  -9.3698161023E-002   1.2755874755E-004
   3.8357142857E+002  -8.6589952717E-001  -1.3308450195E-001   6.6474453160E-001  -1.1552304473E-001   2.5357026701E-004
   3.8357142857E+002  -9.3958876582E-001  -5.5264198596E-001   1.9894608556E-002  -1.1852370628E-001   2.8448308676E-004
   3.8357142857E+002  -9.3337265801E-002   3.9162155868E-001   9.0123554314E-001  -1.2431713235E-001   3.1516775750E-004
   3.8357142857E+002   7.5593460606E-001   5.7410527681E-001  -9.0750080572E-001  -9.6093391593E-002   1.3379208778E-004
   3.8357142857E+002   8.5723038680E-002   4.6229645308E-001  -5.6439466184E-002  -2.1508820675E-001   4.4738826595E-002
   3.8357142857E+002   5.6279344619E-001   2.0723423594E-001  -7.9736506371E-001  -1.2471273924E-001   3.2216045367E-004
   3.8357142857E+002  -7.7755027314E-001   2.9698048454E-001   1.2882080607E-001  -1.4606709930E-001   6.2410236520E-004
   3.8357142857E+002  -4.6434296615E-001  -1.0240977394E+000  -9.8436685849E-001  -8.7841479868E-002   9.2447544136E-005
   3.8357142857E+002   5.4499198743E-001  -3.8770933321E-001   7.7356327119E-001  -1.2273674046E-001   3.0243899010E-004
   3.8357142857E+002   9.8712286856E-002  -5.0370234083E-001  -7.9020112615E-001  -1.3568296812E-001   4.7946439663E-004
   3.8357142857E+002  -6.8023955775E-001  -3.2720972441E-001  -6.6936206270E-001  -1.2728132857E-001   3.3890936313E-004
   3.8357142857E+002  -1.6596011408E-001  -4.7766926732E-001   7.8242196094E-001  -1.3531942878E-001   3.6763941063E-004
