0.000000e+00 -8.590169e+00 -1.951000e-01 3.000000e+00 -1.000000e-02 2.908587e-13 
0.000000e+00 -9.430494e+00 2.391155e+00 3.000000e+00 -1.000000e-02 2.908587e-13 
0.000000e+00 -1.163049e+01 3.989549e+00 3.000000e+00 -1.000000e-02 2.908587e-13 
0.000000e+00 -1.434984e+01 3.989549e+00 3.000000e+00 -1.000000e-02 2.908587e-13 
0.000000e+00 -1.654984e+01 2.391155e+00 3.000000e+00 -1.000000e-02 2.908587e-13 
0.000000e+00 -1.739017e+01 -1.951000e-01 3.000000e+00 -1.000000e-02 2.908587e-13 
0.000000e+00 -1.654984e+01 -2.781355e+00 3.000000e+00 -1.000000e-02 2.908587e-13 
0.000000e+00 -1.434984e+01 -4.379749e+00 3.000000e+00 -1.000000e-02 2.908587e-13 
0.000000e+00 -1.163049e+01 -4.379749e+00 3.000000e+00 -1.000000e-02 2.908587e-13 
0.000000e+00 -9.430494e+00 -2.781355e+00 3.000000e+00 -1.000000e-02 2.908587e-13 
0.000000e+00 1.739017e+01 1.951000e-01 3.000000e+00 -1.000000e-02 2.908587e-13 
0.000000e+00 1.654984e+01 2.781355e+00 3.000000e+00 -1.000000e-02 2.908587e-13 
0.000000e+00 1.434984e+01 4.379749e+00 3.000000e+00 -1.000000e-02 2.908587e-13 
0.000000e+00 1.163049e+01 4.379749e+00 3.000000e+00 -1.000000e-02 2.908587e-13 
0.000000e+00 9.430494e+00 2.781355e+00 3.000000e+00 -1.000000e-02 2.908587e-13 
0.000000e+00 8.590169e+00 1.951000e-01 3.000000e+00 -1.000000e-02 2.908587e-13 
0.000000e+00 9.430494e+00 -2.391155e+00 3.000000e+00 -1.000000e-02 2.908587e-13 
0.000000e+00 1.163049e+01 -3.989549e+00 3.000000e+00 -1.000000e-02 2.908587e-13 
0.000000e+00 1.434984e+01 -3.989549e+00 3.000000e+00 -1.000000e-02 2.908587e-13 
0.000000e+00 1.654984e+01 -2.391155e+00 3.000000e+00 -1.000000e-02 2.908587e-13 
0.000000e+00 -1.229017e+01 -1.951000e-01 2.000000e+00 -1.000000e-02 2.908587e-13 
0.000000e+00 -1.242386e+01 2.163497e-01 2.000000e+00 -1.000000e-02 2.908587e-13 
0.000000e+00 -1.277386e+01 4.706396e-01 2.000000e+00 -1.000000e-02 2.908587e-13 
0.000000e+00 -1.320648e+01 4.706396e-01 2.000000e+00 -1.000000e-02 2.908587e-13 
0.000000e+00 -1.355648e+01 2.163497e-01 2.000000e+00 -1.000000e-02 2.908587e-13 
0.000000e+00 -1.369017e+01 -1.951000e-01 2.000000e+00 -1.000000e-02 2.908587e-13 
0.000000e+00 -1.355648e+01 -6.065497e-01 2.000000e+00 -1.000000e-02 2.908587e-13 
0.000000e+00 -1.320648e+01 -8.608396e-01 2.000000e+00 -1.000000e-02 2.908587e-13 
0.000000e+00 -1.277386e+01 -8.608396e-01 2.000000e+00 -1.000000e-02 2.908587e-13 
0.000000e+00 -1.242386e+01 -6.065497e-01 2.000000e+00 -1.000000e-02 2.908587e-13 
0.000000e+00 1.369017e+01 1.951000e-01 2.000000e+00 -1.000000e-02 2.908587e-13 
0.000000e+00 1.355648e+01 6.065497e-01 2.000000e+00 -1.000000e-02 2.908587e-13 
0.000000e+00 1.320648e+01 8.608396e-01 2.000000e+00 -1.000000e-02 2.908587e-13 
0.000000e+00 1.277386e+01 8.608396e-01 2.000000e+00 -1.000000e-02 2.908587e-13 
0.000000e+00 1.242386e+01 6.065497e-01 2.000000e+00 -1.000000e-02 2.908587e-13 
0.000000e+00 1.229017e+01 1.951000e-01 2.000000e+00 -1.000000e-02 2.908587e-13 
0.000000e+00 1.242386e+01 -2.163497e-01 2.000000e+00 -1.000000e-02 2.908587e-13 
0.000000e+00 1.277386e+01 -4.706396e-01 2.000000e+00 -1.000000e-02 2.908587e-13 
0.000000e+00 1.320648e+01 -4.706396e-01 2.000000e+00 -1.000000e-02 2.908587e-13 
0.000000e+00 1.355648e+01 -2.163497e-01 2.000000e+00 -1.000000e-02 2.908587e-13 
