   3.7500000000E+002  -8.0597388350E-001   5.0884668028E-001   2.5214190700E-001  -1.2569589684E-001   3.5927291430E-004
   3.7500000000E+002  -2.6812150336E-001   5.7748181177E-001   7.9400242331E-001  -1.2078942406E-001   2.8880536564E-004
   3.7500000000E+002  -5.5599102537E-001  -1.0193350375E+000  -2.3344187180E-001  -1.1031988271E-001   2.2233837633E-004
   3.7500000000E+002   6.0467215048E-001  -1.2951857725E-001  -8.6207764473E-001  -1.1905471499E-001   2.7632263518E-004
   3.7500000000E+002  -5.5282649440E-001  -9.6627280112E-001  -2.4635079870E-001  -1.1436965793E-001   2.5142001397E-004
   3.7500000000E+002   2.4705550099E-001   5.6641198378E-001   3.6452239180E-001  -1.6226412027E-001   1.0297903538E-002
   3.7500000000E+002  -6.8124355928E-002  -8.8257974313E-002  -9.6258283275E-001  -1.3047032775E-001   3.8241992506E-004
   3.7500000000E+002  -8.4015613076E-001  -1.4295570630E-001   6.7454760222E-001  -1.1681437204E-001   2.6275388407E-004
   3.7500000000E+002   3.5941706957E-001   8.8926252869E-001  -3.3058765631E-002  -1.2591980363E-001   4.0031760720E-004
   3.7500000000E+002  -8.6059470185E-001   5.5936625144E-001   2.7016497501E-002  -1.2124622417E-001   2.9373981092E-004
   3.7500000000E+002  -1.6815252346E-001  -4.7539090145E-001  -7.0018775508E-001  -1.4771845023E-001   1.0368411958E-003
   3.7500000000E+002   7.1082649133E-002   3.4515305798E-001  -4.5564854545E-001  -1.9569898953E-001   3.1422883609E-002
   3.7500000000E+002  -3.6716609882E-001  -9.5495028544E-001  -1.2660261708E-001  -1.2604096244E-001   4.9957755445E-004
   3.7500000000E+002   6.7800047810E-001   4.8905445046E-003   7.6627603003E-001  -1.2116567648E-001   2.9501673234E-004
   3.7500000000E+002  -5.6741959667E-001  -1.0563269834E+000  -7.3109503481E-001  -9.3370031095E-002   1.2702459505E-004
   3.7500000000E+002   2.3082069269E-001  -4.5147701546E-001  -8.1496192274E-001  -1.3272233398E-001   3.7635552115E-004
   3.7500000000E+002   2.6074647112E-001   5.4685800483E-001  -7.9289336646E-001  -1.2381261703E-001   3.0834030830E-004
   3.7500000000E+002  -6.1038186258E-001  -1.2587730506E-001  -8.7792284456E-001  -1.1881271049E-001   2.7333834429E-004
   3.7500000000E+002   4.5698893365E-001   4.0070000769E-001   7.6127175560E-001  -1.2531136742E-001   3.2461670712E-004
   3.7500000000E+002   1.6186806858E-001  -9.4102745738E-001   4.0958738343E-001  -1.2385695307E-001   3.2581081351E-004
   3.7500000000E+002   5.9086479652E-001  -7.4895520790E-001   6.0292662302E-001  -1.1312751835E-001   2.4488731367E-004
   3.7500000000E+002   1.8330491253E-001  -1.0764165535E-001   9.9790497025E-001  -1.2222804300E-001   2.9865807733E-004
