103680	3887.9999999999995	-1.265055091518674
103680	3887.9999999999995	-1.2650558841765074
104064	3902.3999999999996	-1.622751494648429
104448	3916.7999999999997	-1.8595050237108877
104832	3931.2	-1.3344658559529026
105216	3945.6	-1.0922851130114177
105600	3959.9999999999995	-1.2038367197071074
105984	3974.3999999999996	-1.6747285068589952
106368	3988.7999999999997	-1.5915748809694081
106752	4003.2	-1.3123790752277702
107136	4017.6	-1.0275774177607067
107520	4031.9999999999995	-1.2103935479089587
107904	4046.3999999999996	-1.1484089786615819
108288	4060.7999999999997	-0.8180029103033613
108672	4075.2	-0.7732131048278377
109056	4089.6	-1.59904084158177
109440	4104.0	-1.6530192565921566
109824	4118.400000000001	-1.584147333110399
110208	4132.8	-1.6661825940583352
110208	4132.8	-1.6661825940583335
110592	4147.2	-1.6522140096424756
110976	4161.6	-1.6121746081398642
111360	4176.0	-1.5997803935745514
111744	4190.400000000001	-1.4443529040761665
111744	4190.400000000001	-1.4443498573645237
112128	4204.8	-1.3979929456512588
112512	4219.2	-1.2867361648878042
112896	4233.6	-1.1241556431378725
113280	4248.0	-1.450688209649481
113280	4248.0	-1.4507004148082634
113664	4262.400000000001	-1.8717538033573606
114048	4276.8	-2.108418717850569
114432	4291.2	-1.9873384315355644
114816	4305.6	-1.6259008223230782
115200	4320.0	-1.3812928099209858
115584	4334.400000000001	-1.7234184079566686
115968	4348.8	-1.9764495921996603
116352	4363.2	-1.862536641431679
116736	4377.6	-1.4810676170292159
116736	4377.6	-1.4810676222361514
117120	4392.0	-1.2706274780390008
117504	4406.400000000001	-1.669260536182784
117888	4420.8	-1.8610877597070625
118272	4435.2	-2.0576558021793114
118272	4435.2	-2.057655802175481
118656	4449.6	-2.0633361120255076
119040	4464.0	-1.848249104776509
119424	4478.400000000001	-1.7191087343987683
119808	4492.8	-1.912658731242326
120192	4507.2	-1.9949247865574886
120576	4521.6	-1.9666910423203605
120960	4536.0	-1.9186330738695532
121344	4550.400000000001	-1.7028697456292732
121728	4564.8	-1.7004808511585923
121728	4564.8	-1.7004808540531555
122112	4579.2	-1.8250135098783178
122496	4593.6	-1.8800728924424106
122880	4608.0	-1.9910023321076638
123264	4622.400000000001	-1.9746595950645032
123264	4622.400000000001	-1.9746595950645032
123648	4636.8	-1.9941594820773083
124032	4651.2	-1.8459212094013575
124416	4665.6	-1.8646720826425112
124800	4680.0	-1.9765522598364165
125184	4694.400000000001	-1.9283277596747357
125568	4708.8	-1.8816810385254152
125952	4723.2	-1.8553012208265465
126336	4737.6	-1.9089206815474005
126720	4752.0	-1.9594614071602445
126720	4752.0	-1.9594614095329317
127104	4766.400000000001	-2.0288011415364853
127488	4780.8	-1.9812684113390693
127872	4795.2	-1.9007488735596052
128256	4809.6	-1.8133597260259617
128256	4809.6	-1.8133597260259617
128640	4824.0	-1.8446158277228597
129024	4838.400000000001	-1.8639709345870075
129408	4852.8	-1.8074639465361315
129792	4867.2	-1.6117879998187532
130176	4881.6	-1.6147705761616384
130560	4896.0	-1.6911968465476304
130944	4910.400000000001	-1.6335536329926008
131328	4924.8	-1.6531379110483109
131712	4939.2	-1.6534942727141493
131712	4939.2	-1.6534932309027404
132096	4953.6	-1.5942151125130213
132480	4968.0	-1.5547667197219253
132864	4982.400000000001	-1.6015868329805543
133248	4996.8	-1.5985817149257247
133248	4996.8	-1.5985817149190371
133632	5011.2	-1.6287127909495498
134016	5025.6	-1.6830827179654246
134400	5040.0	-1.633968780221478
134784	5054.400000000001	-1.7734712335336271
135168	5068.8	-1.736757458825994
135552	5083.2	-1.7370147214499085
135936	5097.6	-1.7257566991423947
136320	5112.0	-1.8505626917289923
137088	5140.8	-1.7200994132984693
137472	5155.2	-1.7777909369279623
137856	5169.6	-1.8263513467143155
138240	5184.0	-1.8032057335160463
138240	5184.0	-1.8032056938646226
138624	5198.400000000001	-1.7908588769498983
139008	5212.8	-1.7920430564082126
139392	5227.2	-1.863548810946278
139776	5241.6	-1.8588420910110972
139776	5241.6	-1.8588420910111223
140160	5256.0	-1.8241044980772125
140544	5270.400000000001	-1.8536967014290604
140928	5284.8	-1.8337296313372968
141312	5299.2	-1.7454576900550747
141696	5313.6	-1.7792066664523336
142080	5328.0	-1.6639418182737853
142464	5342.400000000001	-1.67076329937928
142848	5356.8	-1.664821142260621
143232	5371.2	-1.623372364982571
143232	5371.2	-1.6233723751512341
143616	5385.6	-1.6545652084989229
144000	5400.0	-1.6905212682753656
144384	5414.400000000001	-1.6799519548157469
144768	5428.8	-1.5657908544292556
145152	5443.2	-1.5676845388846343
145536	5457.6	-1.5552070075219673
145920	5472.0	-1.5440884474686454
146304	5486.400000000001	-1.5158389356312512
146304	5486.400000000001	-1.5158389189317614
146688	5500.8	-1.5085403368494845
147072	5515.2	-1.4932748384203487
147456	5529.6	-1.5620905436010375
147840	5544.0	-1.6023164359405582
147840	5544.0	-1.6023163264075135
148224	5558.400000000001	-1.5605303237551813
148608	5572.8	-1.547366475859741
148992	5587.2	-1.5821273876146353
149376	5601.6	-1.4944817744681587
149376	5601.6	-1.4944817493917577
149760	5616.0	-1.5528215468635445
150144	5630.400000000001	-1.5310420967251075
150528	5644.8	-1.5199995069013477
150912	5659.2	-1.5025494398541654
150912	5659.2	-1.5025494398545385
151296	5673.6	-1.5132803121059255
151680	5688.0	-1.5508819896432566
152064	5702.400000000001	-1.5063011563883184
152448	5716.8	-1.5422765014370599
152448	5716.8	-1.542276501437036
152832	5731.2	-1.5480723109503638
153216	5745.6	-1.5425282395993631
153600	5760.0	-1.531035410559023
